"brand","model","model_year","fuel_type","transmission","ext_col","int_col","accident","clean_title","Horsepower","Engine_Size","Cylinders","Mileage","Price"
"Lexus","LC 500 Base",2022,"Gasoline","Automatic","Nightfall Mica","Caramel","None reported","No",332.283838699594,5,6,2071,99950
"Ford","Shelby GT500 Base",2014,"Gasoline","6-Speed Manual","Black","Black","None reported","No",332.283838699594,5.8,6,15629,61900
"Saturn","Sky Base",2008,"Gasoline","A/T","Silver","Red","None reported","Yes",173,2.4,4,15020,18500
"Audi","RS Q8 4.0T quattro",2022,"Gasoline","8-Speed Automatic","Daytona Gray Pearl Effect","Black / Express Red","None reported","No",332.283838699594,4,6,11322,119900
"Toyota","Land Cruiser",2016,"Gasoline","Automatic","Silver","Black","None reported","No",332.283838699594,3.71083587046776,6,50361,65998
"Mercedes-Benz","SL-Class SL 550",2013,"Gasoline","Transmission w/Dual Shift Mode","Black","Black","At least 1 accident or damage reported","Yes",429,4.6,8,115000,36000
"Porsche","911 Carrera C2S",2005,"Gasoline","6-Speed M/T","Silver","Black","None reported","Yes",355,3.8,6,28500,63500
"Mercedes-Benz","AMG GLA 45 Base 4MATIC",2018,"Gasoline","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",375,2,4,51700,32000
"Ford","Taurus X Limited",2008,"Gasoline","A/T","Blue","Beige","None reported","Yes",263,3.5,6,148949,3900
"BMW","440 Gran Coupe i",2018,"Gasoline","8-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",320,3,6,39300,31750
"Honda","S2000 CR",2008,"Gasoline","6-Speed M/T","Black","Black","None reported","Yes",237,2.2,4,82323,28500
"Acura","Integra w/A-Spec Tech Package",2023,"Gasoline","Variable","Apex Blue","Orchid","None reported","No",332.283838699594,3.71083587046776,6,3574,34998
"Ford","Excursion Limited",2001,"Gasoline","A/T","Green","Beige","None reported","Yes",310,6.8,0,109357,12749
"Mercedes-Benz","SL-Class SL500 Roadster",2004,"Gasoline","A/T","White","Gray","None reported","Yes",302,5,8,46000,18853
"Mercedes-Benz","CLS-Class CLS 550",2007,"Gasoline","A/T","Silver","Black","At least 1 accident or damage reported","Yes",382,5.5,8,123112,104999
"INFINITI","G35 Sport",2007,"Gasoline","6-Speed M/T","Gray","Black","None reported","Yes",306,3.5,6,37100,16900
"Volkswagen","Golf GTI 2.0T S 4-Door",2016,"Gasoline","6-Speed M/T","Silver","Black","None reported","Yes",210,2,4,89000,14500
"Dodge","Challenger R/T Scat Pack",2022,"Gasoline","8-Speed Automatic","Go Mango!","Black","None reported","No",332.283838699594,6.4,6,1240,53900
"Lincoln","Navigator L Reserve",2019,"Gasoline","10-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",450,3.5,6,67073,47999
"Maserati","Ghibli S Q4",2015,"Gasoline","8-Speed A/T","White","Red","","No",404,3,6,28700,24900
"Tesla","Model X Base",2023,"","A/T","Black","Black","None reported","Yes",670,3.71083587046776,6,8200,93999
"Mercedes-Benz","AMG G 63 Base",2018,"Gasoline","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",563,5.5,8,41000,108900
"Ford","Expedition Limited",2018,"Gasoline","Automatic","Ingot Silver Metallic","Ebony","None reported","No",332.283838699594,3.71083587046776,6,98995,34998
"Volkswagen","Routan SE",2012,"Gasoline","6-Speed A/T","Black","Gray","None reported","Yes",283,3.6,6,123815,5000
"Bugatti","Veyron 16.4 Grand Sport",2011,"Gasoline","7-Speed Automatic with Auto-Shift","White","White","None reported","Yes",332.283838699594,8,6,6330,1950995
"Toyota","Highlander XLE",2020,"Gasoline","8-Speed Automatic","Midnight Black Metallic","Black","At least 1 accident or damage reported","No",332.283838699594,3.5,6,61341,34084
"Honda","Civic LX",2016,"Gasoline","Automatic CVT","Black","Black","None reported","No",332.283838699594,2,6,96473,15599
"Jeep","Wrangler Unlimited Sahara",2017,"Gasoline","5-Speed Automatic","Black Clearcoat","Black","None reported","No",332.283838699594,3.6,6,66107,31331
"Land","Rover Range Rover Supercharged",2008,"Gasoline","6-Speed A/T","Black","Black","None reported","Yes",400,4.2,8,114287,9900
"Acura","ILX 2.0L w/Premium Package",2015,"Gasoline","5-Speed A/T","Gold","Beige","None reported","Yes",150,2,4,75000,14500
"BMW","M6 Base",2016,"Gasoline","7-Speed A/T","Gold","Black","","No",560,4.4,8,45800,36800
"Polestar","2 Launch Edition",2021,"","1-Speed Automatic","Thunder Gray","Charcoal","None reported","No",332.283838699594,3.71083587046776,6,12172,35999
"BMW","X6 sDrive35i",2016,"Gasoline","8-Speed A/T","Black","White","At least 1 accident or damage reported","Yes",300,3,6,70582,35000
"Porsche","Cayman S",2014,"Gasoline","7-Speed A/T","Black","Black","None reported","Yes",325,3.4,6,33088,49750
"Lincoln","Corsair Grand Touring",2021,"Plug-In Hybrid","CVT Transmission","Silver","Beige","None reported","Yes",266,2.5,4,1850,49000
"Cadillac","DTS Luxury II",2008,"Gasoline","4-Speed A/T","White","Beige","None reported","Yes",275,4.6,8,94155,10500
"Cadillac","ATS 3.6L Luxury",2016,"Gasoline","8-Speed A/T","Red","Beige","None reported","Yes",335,3.6,6,25000,17999
"GMC","Sierra 1500 SLT",2016,"Gasoline","8-Speed A/T","Gray","Black","None reported","Yes",355,5.3,8,99500,27995
"INFINITI","G37 x",2009,"Gasoline","A/T","Blue","Beige","None reported","Yes",328,3.7,6,158564,8750
"Ford","Transit-350 XLT",2023,"Gasoline","10-Speed A/T","Black","Black","None reported","Yes",310,3.5,6,20000,78499
"Cadillac","XTS Luxury",2018,"Gasoline","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",304,3.6,6,46711,20850
"Nissan","NV Passenger NV3500 HD SL V8",2017,"Gasoline","A/T","Black","Gray","None reported","Yes",375,5.6,8,46496,41000
"Mercedes-Benz","GLS 450 Base 4MATIC",2019,"Gasoline","9-Speed A/T","Silver","Black","None reported","Yes",362,3,6,19800,53800
"Toyota","Land Cruiser Base",2008,"Gasoline","6-Speed A/T","Black","Beige","At least 1 accident or damage reported","Yes",381,5.7,8,175000,37900
"Toyota","Land Cruiser Base",2016,"Gasoline","8-Speed A/T","White","Black","None reported","Yes",381,5.7,8,61500,63500
"RAM","ProMaster 2500 Window Van High Roof",2016,"Gasoline","6-Speed A/T","Black","Gray","None reported","Yes",280,3.6,6,49750,65000
"Lamborghini","Gallardo Base",2007,"Gasoline","Transmission w/Dual Shift Mode","Orange","Orange","None reported","Yes",493,5,0,38800,1e+05
"Lincoln","MKZ Base",2011,"Gasoline","A/T","Black","Black","None reported","Yes",263,3.5,6,83765,8995
"Mercedes-Benz","EQS 450 4MATIC",2023,"","1-Speed A/T","Gray","Beige","None reported","Yes",355,3.71083587046776,6,7388,105500
"Lamborghini","Huracan Tecnica Coupe",2023,"Gasoline","Automatic","Bianco Monocerus","Nero Ade","None reported","No",332.283838699594,5.2,6,278,359991
"Alfa","Romeo Giulia Quadrifoglio",2022,"Gasoline","8-Speed Automatic","Verde","Black","None reported","No",332.283838699594,2.9,6,1966,75900
"Chevrolet","Trailblazer LT",2021,"Gasoline","Automatic CVT","Pacific Blue Metallic","Jet Black","None reported","No",332.283838699594,1.2,6,50648,23995
"Lamborghini","Urus Base",2021,"Gasoline","8-Speed A/T","Black","Red","None reported","Yes",641,4,8,13692,257000
"INFINITI","G37 x",2013,"Gasoline","A/T","White","Beige","At least 1 accident or damage reported","Yes",328,3.7,6,60058,15000
"Maserati","Levante S",2017,"Gasoline","8-Speed A/T","Black","Black","None reported","Yes",424,3,6,54423,33950
"Toyota","Highlander Limited",2022,"Gasoline","8-Speed Automatic","Wind Chill Pearl","Graphite","None reported","No",332.283838699594,3.5,6,24001,47498
"Nissan","Armada SL",2022,"Gasoline","Automatic","White","Black","None reported","No",332.283838699594,3.71083587046776,6,14735,50998
"Audi","Q5 Premium",2023,"Hybrid","Automatic","Mythos Black","Unknown","None reported","No",332.283838699594,3.71083587046776,6,2425,42998
"Ford","Shelby GT500 Base",2022,"Gasoline","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",760,5.2,8,2050,94999
"Lincoln","Navigator L Reserve",2019,"Gasoline","10-Speed A/T","Silver","Beige","None reported","Yes",450,3.5,6,64855,46995
"Mercedes-Benz","EQS 450+ Base",2022,"","1-Speed A/T","White","Beige","None reported","Yes",329,3.71083587046776,6,16238,62479
"RAM","1500 Laramie",2022,"Gasoline","Automatic","Patriot Blue Pearlcoat","Black","None reported","Yes",332.283838699594,5.7,6,18051,47995
"Lincoln","Town Car Base",2004,"Gasoline","4-Speed A/T","Black","Black","None reported","Yes",239,4.6,8,36524,14900
"Acura","TLX w/A-Spec Package",2022,"Gasoline","2","Lunar Silver Metallic","Ebony","None reported","No",332.283838699594,3.71083587046776,6,14896,39998
"Toyota","Camry Hybrid LE",2022,"Hybrid","Automatic CVT","Black","Black","None reported","No",332.283838699594,2.5,6,14048,29999
"Honda","CR-V EX",2003,"Gasoline","M/T","Black","Gray","None reported","Yes",160,2.4,4,224000,3900
"Mercedes-Benz","E-Class E 550",2014,"Gasoline","Transmission w/Dual Shift Mode","Gray","Beige","None reported","Yes",402,4.7,8,80581,26000
"Mazda","MX-5 Miata Grand Touring",2007,"Gasoline","6-Speed M/T","Red","Unknown","At least 1 accident or damage reported","Yes",166,2,4,81400,11000
"Porsche","718 Boxster Base",2019,"Gasoline","7-Speed A/T","Gray","Black","None reported","Yes",300,2,4,6700,63000
"Ford","Transit-350 XLT",2015,"Gasoline","6-Speed A/T","Silver","Gray","None reported","Yes",275,3.7,6,143000,22500
"Kia","Sportage SX Turbo",2017,"Gasoline","6-Speed Automatic","Black Cherry","Black","None reported","Yes",332.283838699594,2,6,87842,18688
"INFINITI","G37 S Sport",2010,"Gasoline","6-Speed M/T","White","Gray","None reported","Yes",328,3.7,6,116451,16500
"Nissan","Titan XD S",2019,"Gasoline","7-Speed A/T","Red","Gray","None reported","Yes",390,5.6,8,53677,27900
"Audi","S7 2.9T Prestige",2021,"Hybrid","8-Speed A/T","Gray","Black","None reported","Yes",444,2.9,6,12000,77500
"Land","Rover Discovery HSE",2019,"Gasoline","Automatic","Yulong White","Tan/Ebony","None reported","No",332.283838699594,3.71083587046776,6,20034,43998
"Ford","Transit-350 XLT",2020,"Diesel","A/T","Black","Black","None reported","Yes",210,2,4,32000,68000
"INFINITI","Q70 3.7",2014,"Gasoline","7-Speed A/T","Black","Black","None reported","Yes",330,3.7,6,70312,19995
"Jeep","Gladiator Rubicon",2022,"Gasoline","A/T","White","Black","None reported","Yes",285,3.6,6,8794,54000
"Lincoln","MKX Base",2010,"Gasoline","6-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",265,3.5,6,156000,5900
"Porsche","911 Carrera 4S",2020,"Gasoline","7-Speed Manual","Red","Black","None reported","Yes",332.283838699594,3,6,25568,134999
"Mercedes-Benz","AMG C 43 Base 4MATIC",2018,"Gasoline","Transmission w/Dual Shift Mode","Gray","Black","At least 1 accident or damage reported","Yes",362,3,6,67100,34250
"Porsche","Cayman Base",2014,"Gasoline","Transmission w/Dual Shift Mode","Blue","Beige","At least 1 accident or damage reported","Yes",275,2.7,6,52000,37000
"Acura","MDX 3.7L Advance",2011,"Gasoline","Transmission w/Dual Shift Mode","White","Gray","None reported","Yes",300,3.7,6,137200,12000
"Volkswagen","Golf R 4-Door w/DCC & Navigation",2018,"Gasoline","7-Speed A/T","White","Black","At least 1 accident or damage reported","Yes",292,2,4,36000,32000
"Kia","Forte GT-Line",2023,"Gasoline","CVT Transmission","White","Black","At least 1 accident or damage reported","Yes",147,2,4,15500,24500
"BMW","M8 Competition",2020,"Gasoline","Automatic","Donington Grey Metallic","Black","None reported","No",332.283838699594,3.71083587046776,6,10906,96998
"Lincoln","MKC Select",2019,"Gasoline","6-Speed Automatic","Ruby Red Metallic Tinted Clearcoat","Cappuccino","None reported","No",332.283838699594,2,6,49814,26545
"BMW","i8 Base",2015,"Plug-In Hybrid","A/T","White","White","None reported","Yes",357,1.5,3,846,86999
"Toyota","Highlander XLE",2021,"Gasoline","8-Speed Automatic","Blue","Black","None reported","No",332.283838699594,3.5,6,67039,34645
"Mazda","CX-30 Premium Package",2023,"Gasoline","6-Speed Automatic","Platinum Quartz Metallic","Black","None reported","No",332.283838699594,2.5,6,2636,28535
"Porsche","Cayenne Platinum Edition",2018,"Gasoline","8-Speed Automatic","White","Black","At least 1 accident or damage reported","Yes",332.283838699594,3.6,6,50166,43550
"Lincoln","MKZ Reserve",2017,"Gasoline","6-Speed A/T","Blue","Brown","None reported","Yes",400,3,6,37375,27500
"Tesla","Model 3 Standard Range Plus",2021,"","A/T","White","Black","None reported","Yes",271,3.71083587046776,6,21600,31000
"Porsche","718 Cayman S",2019,"Gasoline","7-Speed A/T","Red","Black","At least 1 accident or damage reported","Yes",350,2.5,4,9500,69000
"Chevrolet","Corvette Base",2005,"Gasoline","4-Speed A/T","Red","Black","None reported","Yes",400,6,8,143095,16000
"Acura","RSX Type S",2002,"Gasoline","6-Speed M/T","Beige","Beige","At least 1 accident or damage reported","Yes",200,2,4,80000,8500
"Ferrari","Roma Base",2021,"Gasoline","8-Speed A/T","Blue","Brown","None reported","Yes",611,3.9,8,3000,275000
"Porsche","Cayman S",2007,"Gasoline","6-Speed M/T","Black","Black","None reported","Yes",295,3.4,6,5856,45000
"Rolls-Royce","Phantom Drophead Coupe Drophead",2013,"Gasoline","8-Speed Automatic","Yellow","Unknown","None reported","Yes",332.283838699594,6.8,6,2958,488880
"Audi","SQ7 4.0T",2022,"Gasoline","Automatic","Matador Red Metallic","Black","None reported","No",332.283838699594,4,6,28927,74900
"Mercedes-Benz","AMG GLS 63 4MATIC",2022,"Hybrid","9-Speed A/T","Black","Black","None reported","Yes",603,4,8,4102,144664
"Honda","Ridgeline RTL-E",2021,"Gasoline","9-Speed A/T","White","Beige","None reported","Yes",280,3.5,6,14442,38500
"Mercedes-Benz","CLK-Class 500 Cabriolet",2005,"Gasoline","7-Speed A/T","Silver","Black","None reported","Yes",302,5,8,64000,12995
"Lexus","GX 470 Base",2004,"Gasoline","A/T","White","Beige","At least 1 accident or damage reported","Yes",235,4.7,8,154000,10000
"Lexus","NX 200t Base",2015,"Gasoline","6-Speed A/T","White","Black","None reported","Yes",235,2,4,54000,27000
"Dodge","Dakota SLT Quad Cab",2007,"Gasoline","4-Speed A/T","Silver","Gray","At least 1 accident or damage reported","Yes",210,3.7,6,232492,6000
"Maserati","Ghibli S Q4 GranSport",2020,"Gasoline","8-Speed Automatic","Blu","Nero","None reported","Yes",332.283838699594,3,6,25721,52645
"Land","Rover Discovery Sport SE R-Dynamic",2020,"Gasoline","Automatic","Fuji White","Unknown","None reported","No",332.283838699594,3.71083587046776,6,20927,35998
"Aston","Martin DBX Base",2021,"Gasoline","9-Speed Automatic","Green","Sahara Tan","None reported","Yes",332.283838699594,4,6,2353,159500
"Audi","Q3 45 S line Premium",2022,"Gasoline","8-Speed Automatic","Mythos Black Metallic","Black","None reported","No",332.283838699594,2,6,9325,33610
"Ford","Explorer XLT",2020,"Gasoline","10-Speed Automatic","Gray","Ebony","At least 1 accident or damage reported","Yes",332.283838699594,2.3,6,61001,28616
"Mercedes-Benz","AMG GLC 63 Base 4MATIC",2018,"Gasoline","9-Speed A/T","White","Black","None reported","Yes",469,4,8,71962,46900
"Subaru","BRZ Premium",2023,"Gasoline","6-Speed M/T","Black","Black","None reported","Yes",228,2.4,4,5800,29990
"BMW","640 i",2016,"Gasoline","8-Speed A/T","Black","Black","None reported","Yes",315,3,6,40080,28499
"Kia","Stinger GT2",2020,"Gasoline","A/T","Black","Red","At least 1 accident or damage reported","Yes",365,3.3,6,57000,36500
"Chevrolet","Bolt EUV Premier",2022,"","1-Speed Automatic","Mosaic Black Metallic","Jet Black","None reported","Yes",332.283838699594,3.71083587046776,6,7624,31985
"Subaru","Forester 2.5 XT",2004,"Gasoline","5-Speed M/T","Gold","Black","At least 1 accident or damage reported","Yes",210,2.5,4,122000,9999
"Kia","Sportage X-Pro",2023,"Gasoline","8-Speed Automatic","Jungle Green","Black","None reported","No",332.283838699594,2.5,6,459,36998
"BMW","M4 Base",2016,"Gasoline","7-Speed A/T","Black","Orange","At least 1 accident or damage reported","Yes",425,3,6,62500,40500
"Hyundai","Equus Signature",2013,"Gasoline","8-Speed A/T","Silver","Black","None reported","Yes",429,5,8,72000,17500
"Mercedes-Benz","AMG E 53 4MATIC",2020,"Gasoline","Automatic, 9-Spd 9G-Tronic","BLACK","BLACK","None reported","No",332.283838699594,3.71083587046776,6,8375,69900
"BMW","M550 i xDrive",2020,"Gasoline","Transmission w/Dual Shift Mode","Blue","Black","None reported","Yes",523,4.4,8,40000,53000
"Subaru","Impreza WRX STI",2014,"Gasoline","6-Speed M/T","Gray","Black","At least 1 accident or damage reported","Yes",305,2.5,4,77000,30000
"Mercedes-Benz","AMG G 63 Base",2019,"Gasoline","Automatic","Black","Black","None reported","No",332.283838699594,3.71083587046776,6,19593,159998
"Mazda","Mazda6 Grand Touring",2020,"Gasoline","6-Speed Automatic","Deep Crystal Blue Mica","Black","None reported","No",332.283838699594,2.5,6,35902,22966
"Hyundai","Veloster Base",2013,"Gasoline","Transmission w/Dual Shift Mode","Black","Gray","None reported","Yes",132,1.6,4,800,9800
"Bentley","Bentayga S",2023,"Gasoline","8-Speed Automatic","Beluga Black","Hotspur","None reported","Yes",332.283838699594,4,6,2600,239995
"Land","Rover Defender X-Dynamic SE",2023,"Hybrid","Automatic","Eiger Grey","Unknown","None reported","No",332.283838699594,3.71083587046776,6,6204,79998
"Kia","Telluride SX",2020,"Gasoline","8-Speed Automatic","Ebony Black","Gray","None reported","No",332.283838699594,3.8,6,69185,37405
"Maserati","GranTurismo Sport",2015,"Gasoline","6-Speed A/T","Black","Black","None reported","Yes",454,4.7,8,45000,41900
"BMW","540 i xDrive",2020,"Gasoline","Automatic","White","Black","None reported","No",332.283838699594,3.71083587046776,6,37426,39998
"INFINITI","M56 Base",2011,"Gasoline","Transmission w/Dual Shift Mode","Gray","Brown","At least 1 accident or damage reported","Yes",420,5.6,8,137000,8500
"Chevrolet","Corvette Stingray w/1LT",2023,"Gasoline","8-Speed A/T","Black","Red","At least 1 accident or damage reported","Yes",490,6.2,8,4000,73900
"Audi","Q5 S line Premium Plus",2023,"Hybrid","Automatic","Mythos Black","Black","None reported","No",332.283838699594,3.71083587046776,6,4648,47598
"Lexus","GX 460 Base",2018,"Gasoline","6-Speed A/T","White","Beige","None reported","Yes",301,4.6,8,52100,38000
"BMW","X1 sDrive28i",2014,"Gasoline","A/T","Brown","Beige","None reported","Yes",240,2,4,50100,10795
"Alfa","Romeo Stelvio Ti",2020,"Gasoline","8-Speed A/T","White","Black","None reported","Yes",280,2,4,41000,32400
